Store,Dept,Date,forecast,method,lower_95,upper_95
16,58,2012-11-23,1572.349809367801,LightGBM,343.14683855452154,4492.510197684855
17,18,2012-11-02,21791.41915638877,LightGBM,20562.21618557549,24287.01381553597
17,18,2012-11-09,16589.418075272162,LightGBM,15440.557256643962,18800.999606099373
17,18,2012-11-16,17577.0987544802,LightGBM,16204.751957937286,19540.88909387904
17,18,2012-11-23,21791.41915638877,LightGBM,20562.21618557549,23873.847639622905
20,99,2012-11-02,0.0,LightGBM,0.0,2495.5946591472007
20,99,2012-11-09,0.0,LightGBM,0.0,2211.58153082721
20,99,2012-11-16,0.0,LightGBM,0.0,1983.5078247085817
20,99,2012-11-23,3585.282329740994,LightGBM,2396.3659017075192,5670.939639164939
28,99,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
28,99,2012-11-09,0.0,LightGBM,0.0,1983.3016804929523
28,99,2012-11-16,0.0,LightGBM,0.0,2082.4284832341355
28,99,2012-11-23,50.02326298589884,LightGBM,0.0,2132.4517462200342
33,18,2012-11-02,659.2243777713657,LightGBM,0.0,3897.066549935277
33,18,2012-11-09,633.6912840106748,LightGBM,0.0,3129.2859431578754
33,18,2012-11-16,633.6912840106748,LightGBM,0.0,2616.9929645036273
33,18,2012-11-23,659.2243777713657,LightGBM,0.0,2870.8059085985756
33,56,2012-11-02,0.0,LightGBM,0.0,2218.681859035171
33,56,2012-11-09,0.0,LightGBM,0.0,2495.5946591472007
33,56,2012-11-16,0.0,LightGBM,0.0,1983.3016804929523
33,56,2012-11-23,0.0,LightGBM,0.0,2218.681859035171
36,18,2012-11-02,473.0210586430159,LightGBM,0.0,2558.6783680669605
36,18,2012-11-09,443.08631930199306,LightGBM,0.0,2654.667850129203
36,18,2012-11-16,443.08631930199306,LightGBM,0.0,2938.680978449194
36,18,2012-11-23,443.08631930199306,LightGBM,0.0,2525.5148025361286
36,55,2012-11-02,0.0,LightGBM,0.0,2211.58153082721
36,55,2012-11-09,0.0,LightGBM,0.0,1963.7903393988381
36,55,2012-11-16,0.0,LightGBM,0.0,2495.5946591472007
36,55,2012-11-23,0.0,LightGBM,0.0,1993.8194749710606
36,56,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
36,56,2012-11-09,0.0,LightGBM,0.0,2218.681859035171
36,56,2012-11-16,0.0,LightGBM,0.0,1751.571990347035
36,56,2012-11-23,0.0,LightGBM,0.0,2211.58153082721
37,18,2012-11-02,967.7151210041736,LightGBM,0.0,3050.1436042383093
37,18,2012-11-09,867.9427692498614,LightGBM,0.0,3363.5374283970623
37,18,2012-11-16,790.5902911010309,LightGBM,0.0,3286.1849502482314
37,18,2012-11-23,769.5473086480191,LightGBM,0.0,3689.7076969650725
39,60,2012-11-02,466.3613686618492,LightGBM,0.0,2457.908817780023
39,60,2012-11-09,466.3613686618492,LightGBM,0.0,2449.6630491548017
39,60,2012-11-16,466.3613686618492,LightGBM,0.0,2449.6630491548017
39,60,2012-11-23,466.3613686618492,LightGBM,0.0,2677.942899489059
43,5,2012-11-02,740.7560196449708,LightGBM,0.0,3236.3506787921715
43,5,2012-11-09,888.909059597628,LightGBM,0.0,2971.3375428317636
43,5,2012-11-16,866.1566919947982,LightGBM,0.0,3361.751351141999
43,5,2012-11-23,866.1566919947982,LightGBM,0.0,2948.5851752289336
43,59,2012-11-02,0.0,LightGBM,0.0,2920.1603883170533
43,59,2012-11-09,0.0,LightGBM,0.0,2211.58153082721
43,59,2012-11-16,0.0,LightGBM,0.0,1983.3016804929523
43,59,2012-11-23,0.0,LightGBM,0.0,1991.547449118174
44,18,2012-11-02,882.6397042049514,LightGBM,0.0,3094.2212350321615
44,18,2012-11-09,742.4529722210079,LightGBM,0.0,2824.8814554551436
44,18,2012-11-16,704.2869669213081,LightGBM,0.0,2687.5886474142603
44,18,2012-11-23,547.5273953394641,LightGBM,0.0,3467.6877836565172
1,99,2012-11-02,0.0,LightGBM,0.0,2218.681859035171
1,99,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
1,99,2012-11-16,0.0,LightGBM,0.0,1983.5078247085817
1,99,2012-11-23,7.8051499386057,LightGBM,0.0,2226.4870089737765
5,18,2012-11-02,4347.711704384435,LightGBM,3118.352189981266,6341.531179355496
5,18,2012-11-09,1734.5965577023708,LightGBM,585.7357390741704,3726.1440068205447
5,18,2012-11-16,2921.664888481432,LightGBM,1549.3180919385159,5004.093371715568
5,18,2012-11-23,4230.916882624631,LightGBM,2936.715368118639,6222.464331742805
5,97,2012-11-02,657.5915340445121,LightGBM,0.0,2876.273393079683
5,97,2012-11-09,699.4956320456956,LightGBM,0.0,2781.9241152798313
5,97,2012-11-16,664.5450503811145,LightGBM,0.0,2658.364525352175
5,97,2012-11-23,667.4312487648311,LightGBM,0.0,2886.113107800002
6,99,2012-11-02,0.0,LightGBM,0.0,1963.7903393988381
6,99,2012-11-09,0.0,LightGBM,0.0,2085.6573094239448
6,99,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
6,99,2012-11-23,19.886056238224533,LightGBM,0.0,2940.046444555278
7,58,2012-11-02,1809.2024001483987,LightGBM,573.7376857395498,3803.0218751194593
7,58,2012-11-09,2119.690937878068,LightGBM,825.4894233720756,4111.238386996241
7,58,2012-11-16,2297.5962531304267,LightGBM,1062.1315387215777,4509.177783957637
7,58,2012-11-23,2149.7029669652457,LightGBM,920.4999961519661,4232.131450199381
9,97,2012-11-02,7.912687620232175,LightGBM,0.0,2090.3411708543676
9,97,2012-11-09,4.622070949833448,LightGBM,0.0,2090.279380373778
9,97,2012-11-16,4.622070949833448,LightGBM,0.0,1968.4124103486715
9,97,2012-11-23,4.622070949833448,LightGBM,0.0,2216.2036017770433
45,77,2012-11-02,0.0,LightGBM,0.0,2495.5946591472007
45,77,2012-11-09,0.0,LightGBM,0.0,2085.6573094239448
45,77,2012-11-16,0.0,LightGBM,0.0,1993.8194749710606
45,77,2012-11-23,0.0,LightGBM,0.0,2082.4284832341355
20,77,2012-11-02,0.0,LightGBM,0.0,2211.58153082721
20,77,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
20,77,2012-11-16,0.0,LightGBM,0.0,1993.8194749710606
20,77,2012-11-23,78.1360194108584,LightGBM,0.0,2573.730678558059
28,77,2012-11-02,0.0,LightGBM,0.0,2082.4284832341355
28,77,2012-11-09,0.0,LightGBM,0.0,2218.681859035171
28,77,2012-11-16,0.0,LightGBM,0.0,2495.5946591472007
28,77,2012-11-23,0.0,LightGBM,0.0,2928.1024329131815
1,77,2012-11-02,0.0,LightGBM,0.0,2920.1603883170533
1,77,2012-11-09,0.0,LightGBM,0.0,1991.547449118174
1,77,2012-11-16,0.0,LightGBM,0.0,2211.58153082721
1,77,2012-11-23,47.84693131931744,LightGBM,0.0,1812.9303130414348
3,77,2012-11-02,6.8760972912308125,LightGBM,0.0,2218.457628118441
3,77,2012-11-09,6.8760972912308125,LightGBM,0.0,2092.5334067151757
3,77,2012-11-16,6.8760972912308125,LightGBM,0.0,2218.457628118441
3,77,2012-11-23,87.91988701888964,LightGBM,0.0,2583.5145461660904
6,77,2012-11-02,151.95845918010176,LightGBM,0.0,2135.466283888684
6,77,2012-11-09,167.76955663458128,LightGBM,0.0,2250.198039868717
6,77,2012-11-16,173.2076610766483,LightGBM,0.0,2668.802320223849
6,77,2012-11-23,340.175026004508,LightGBM,0.0,2835.7696851517085
10,77,2012-11-02,6.859397003063855,LightGBM,0.0,1998.4068461212378
10,77,2012-11-09,0.0,LightGBM,0.0,2085.6573094239448
10,77,2012-11-16,6.859397003063855,LightGBM,0.0,2502.4540561502645
10,77,2012-11-23,349.98245110697405,LightGBM,0.0,2856.191253483363
21,77,2012-11-02,5.721029760717508,LightGBM,0.0,2501.3156889079182
21,77,2012-11-09,5.721029760717508,LightGBM,0.0,2501.3156889079182
21,77,2012-11-16,5.721029760717508,LightGBM,0.0,1999.5405047317781
21,77,2012-11-23,11.682375957379708,LightGBM,0.0,1994.984056450332
22,48,2012-11-02,0.0,Seasonal_Naive,0.0,156.05999999999966
22,48,2012-11-09,0.0,Seasonal_Naive,0.0,137.63624999999976
22,48,2012-11-16,0.0,Seasonal_Naive,0.0,156.02724999999984
22,48,2012-11-23,0.0,Seasonal_Naive,0.0,152.54849999999973
22,51,2012-11-02,0.0,Seasonal_Naive,0.0,156.16074999999913
22,51,2012-11-09,0.0,Seasonal_Naive,0.0,164.24
22,51,2012-11-16,0.0,Seasonal_Naive,0.0,152.5359999999998
22,51,2012-11-23,0.0,Seasonal_Naive,0.0,173.01974999999968
25,45,2012-11-02,0.0,Seasonal_Naive,0.0,184.80499999999998
25,45,2012-11-09,23.94,Seasonal_Naive,0.0,185.5119999999999
25,45,2012-11-16,0.0,Seasonal_Naive,0.0,151.23349999999994
25,45,2012-11-23,0.0,Seasonal_Naive,0.0,154.53899999999945
26,51,2012-11-02,0.0,Seasonal_Naive,0.0,165.21099999999973
26,51,2012-11-09,0.0,Seasonal_Naive,0.0,167.21999999999989
26,51,2012-11-16,0.0,Seasonal_Naive,0.0,172.804
26,51,2012-11-23,0.0,Seasonal_Naive,0.0,165.004
10,45,2012-11-02,11.97,Seasonal_Naive,0.0,166.4115
10,45,2012-11-09,95.76,Seasonal_Naive,0.0,245.3819999999999
10,45,2012-11-16,59.85,Seasonal_Naive,0.0,209.45
10,45,2012-11-23,11.97,Seasonal_Naive,0.0,156.0
11,45,2012-11-02,5.97,Seasonal_Naive,0.0,155.7174999999992
11,45,2012-11-09,0.0,Seasonal_Naive,0.0,150.97
11,45,2012-11-16,35.82,Seasonal_Naive,0.0,205.5127499999996
11,45,2012-11-23,23.88,Seasonal_Naive,0.0,199.9167499999998
12,49,2012-11-02,0.0,Seasonal_Naive,0.0,149.48299999999998
12,49,2012-11-09,0.0,Seasonal_Naive,0.0,151.23349999999994
12,49,2012-11-16,2.97,Seasonal_Naive,0.0,152.57
12,49,2012-11-23,2.88,Seasonal_Naive,0.0,165.42349999999976
12,96,2012-11-02,0.0,Seasonal_Naive,0.0,142.65974999999966
12,96,2012-11-09,0.0,Seasonal_Naive,0.0,141.92524999999955
12,96,2012-11-16,0.0,Seasonal_Naive,0.0,149.6
12,96,2012-11-23,0.0,Seasonal_Naive,0.0,174.15074999999985
14,51,2012-11-02,0.0,Seasonal_Naive,0.0,151.05074999999957
14,51,2012-11-09,0.0,Seasonal_Naive,0.0,154.5959999999998
14,51,2012-11-16,0.0,Seasonal_Naive,0.0,140.84499999999977
14,51,2012-11-23,0.0,Seasonal_Naive,0.0,144.07924999999975
15,51,2012-11-02,0.0,Seasonal_Naive,0.0,158.56499999999912
15,51,2012-11-09,0.0,Seasonal_Naive,0.0,158.5664999999996
15,51,2012-11-16,9.96,Seasonal_Naive,0.0,179.58
15,51,2012-11-23,0.0,Seasonal_Naive,0.0,167.79999999999998
16,51,2012-11-02,0.0,Seasonal_Naive,0.0,150.3947499999999
16,51,2012-11-09,0.0,Seasonal_Naive,0.0,165.04349999999977
16,51,2012-11-16,0.0,Seasonal_Naive,0.0,165.53099999999984
16,51,2012-11-23,0.0,Seasonal_Naive,0.0,149.62199999999987
20,45,2012-11-02,11.97,Seasonal_Naive,0.0,185.02099999999865
20,45,2012-11-09,0.0,Seasonal_Naive,0.0,170.63549999999972
20,45,2012-11-16,0.0,Seasonal_Naive,0.0,171.8572499999999
20,45,2012-11-23,0.0,Seasonal_Naive,0.0,168.94874999999945
21,45,2012-11-02,0.0,Seasonal_Naive,0.0,149.6
21,45,2012-11-09,0.0,Seasonal_Naive,0.0,150.48
21,45,2012-11-16,0.0,Seasonal_Naive,0.0,161.5719999999999
21,45,2012-11-23,0.0,Seasonal_Naive,0.0,165.004
21,80,2012-11-02,6.48,Seasonal_Naive,0.0,164.88224999999997
21,80,2012-11-09,0.0,Seasonal_Naive,0.0,158.50249999999946
21,80,2012-11-16,94.78,Seasonal_Naive,0.0,257.25524999999976
21,80,2012-11-23,87.96,Seasonal_Naive,0.0,257.58
28,45,2012-11-02,23.94,Seasonal_Naive,0.0,185.51374999999987
28,45,2012-11-09,11.97,Seasonal_Naive,0.0,174.44524999999976
28,45,2012-11-16,0.0,Seasonal_Naive,0.0,149.62199999999987
28,45,2012-11-23,0.0,Seasonal_Naive,0.0,148.0399999999998
32,48,2012-11-02,0.0,Seasonal_Naive,0.0,162.75074999999862
32,48,2012-11-09,0.0,Seasonal_Naive,0.0,168.0
32,48,2012-11-16,0.0,Seasonal_Naive,0.0,149.6
32,48,2012-11-23,0.0,Seasonal_Naive,0.0,169.69949999999957
32,51,2012-11-02,0.0,Seasonal_Naive,0.0,159.47449999999915
32,51,2012-11-09,0.0,Seasonal_Naive,0.0,174.16699999999975
32,51,2012-11-16,0.0,Seasonal_Naive,0.0,167.21999999999989
32,51,2012-11-23,0.0,Seasonal_Naive,0.0,165.19949999999977
33,24,2012-11-02,0.0,Seasonal_Naive,0.0,158.40224999999998
33,24,2012-11-09,8.47,Seasonal_Naive,0.0,154.55999999999952
33,24,2012-11-16,8.47,Seasonal_Naive,0.0,156.49499999999986
33,24,2012-11-23,0.0,Seasonal_Naive,0.0,173.9329999999997
33,25,2012-11-02,9.92,Seasonal_Naive,0.0,160.49299999999948
33,25,2012-11-09,0.0,Seasonal_Naive,0.0,167.4399999999987
33,25,2012-11-16,0.0,Seasonal_Naive,0.0,151.82099999999966
33,25,2012-11-23,0.0,Seasonal_Naive,0.0,149.48299999999998
33,34,2012-11-02,0.0,Seasonal_Naive,0.0,168.06449999999964
33,34,2012-11-09,0.0,Seasonal_Naive,0.0,149.48299999999998
33,34,2012-11-16,0.0,Seasonal_Naive,0.0,148.02499999999986
33,34,2012-11-23,0.0,Seasonal_Naive,0.0,143.41574999999992
33,41,2012-11-02,10.5,Seasonal_Naive,0.0,160.1
33,41,2012-11-09,0.0,Seasonal_Naive,0.0,162.5749999999996
33,41,2012-11-16,0.0,Seasonal_Naive,0.0,142.60624999999996
33,41,2012-11-23,40.5,Seasonal_Naive,0.0,202.07374999999988
33,42,2012-11-02,70.53,Seasonal_Naive,0.0,233.00524999999976
33,42,2012-11-09,12.31,Seasonal_Naive,0.0,170.97524999999905
33,42,2012-11-16,49.95,Seasonal_Naive,0.0,207.04000000000002
33,42,2012-11-23,35.27,Seasonal_Naive,0.0,184.87
33,44,2012-11-02,0.0,Seasonal_Naive,0.0,154.3279999999993
33,44,2012-11-09,0.0,Seasonal_Naive,0.0,151.00824999999978
33,44,2012-11-16,0.0,Seasonal_Naive,0.0,145.3782499999993
33,44,2012-11-23,0.0,Seasonal_Naive,0.0,148.0399999999998
33,52,2012-11-02,8.91,Seasonal_Naive,0.0,177.55524999999994
33,52,2012-11-09,16.85,Seasonal_Naive,0.0,167.23
33,52,2012-11-16,16.85,Seasonal_Naive,0.0,190.73
33,52,2012-11-23,23.79,Seasonal_Naive,0.0,192.71474999999958
33,59,2012-11-02,5.0,Seasonal_Naive,0.0,179.7622499999997
33,59,2012-11-09,10.0,Seasonal_Naive,0.0,169.53199999999885
33,59,2012-11-16,10.0,Seasonal_Naive,0.0,155.50624999999962
33,59,2012-11-23,20.0,Seasonal_Naive,0.0,186.75149999999994
36,42,2012-11-02,100.03,Seasonal_Naive,2.0110000000000023,245.48399999999992
36,42,2012-11-09,108.99,Seasonal_Naive,11.964999999999996,270.5619999999999
36,42,2012-11-16,84.24,Seasonal_Naive,0.0,269.045
36,42,2012-11-23,138.98,Seasonal_Naive,48.989999999999995,300.335
36,44,2012-11-02,0.0,Seasonal_Naive,0.0,143.34674999999993
36,44,2012-11-09,0.0,Seasonal_Naive,0.0,179.76349999999996
36,44,2012-11-16,0.0,Seasonal_Naive,0.0,162.49824999999964
36,44,2012-11-23,0.0,Seasonal_Naive,0.0,184.14
36,52,2012-11-02,0.0,Seasonal_Naive,0.0,167.80499999999995
36,52,2012-11-09,2.47,Seasonal_Naive,0.0,180.51399999999975
36,52,2012-11-16,0.0,Seasonal_Naive,0.0,149.6
36,52,2012-11-23,0.0,Seasonal_Naive,0.0,176.0199999999999
36,59,2012-11-02,0.0,Seasonal_Naive,0.0,140.86499999999967
36,59,2012-11-09,25.0,Seasonal_Naive,0.0,174.6
36,59,2012-11-16,30.0,Seasonal_Naive,0.0,185.51249999999993
36,59,2012-11-23,25.0,Seasonal_Naive,0.0,179.52499999999986
37,41,2012-11-02,0.0,Seasonal_Naive,0.0,168.04049999999978
37,41,2012-11-09,0.0,Seasonal_Naive,0.0,152.5359999999998
37,41,2012-11-16,0.0,Seasonal_Naive,0.0,154.20749999999995
37,41,2012-11-23,0.0,Seasonal_Naive,0.0,183.02849999999984
37,44,2012-11-02,0.0,Seasonal_Naive,0.0,144.06524999999982
37,44,2012-11-09,0.0,Seasonal_Naive,0.0,168.0159999999999
37,44,2012-11-16,0.0,Seasonal_Naive,0.0,165.01249999999993
37,44,2012-11-23,0.0,Seasonal_Naive,0.0,149.6
37,99,2012-11-02,0.0,Seasonal_Naive,0.0,154.50624999999962
37,99,2012-11-09,0.0,Seasonal_Naive,0.0,168.9247499999996
37,99,2012-11-16,0.0,Seasonal_Naive,0.0,168.74399999999943
37,99,2012-11-23,0.0,Seasonal_Naive,0.0,150.4329999999997
38,20,2012-11-02,0.0,Seasonal_Naive,0.0,158.4
38,20,2012-11-09,0.0,Seasonal_Naive,0.0,182.87249999999983
38,20,2012-11-16,0.0,Seasonal_Naive,0.0,172.5844999999997
38,20,2012-11-23,0.0,Seasonal_Naive,0.0,149.61949999999987
38,22,2012-11-02,0.0,Seasonal_Naive,0.0,169.69949999999957
38,22,2012-11-09,0.0,Seasonal_Naive,0.0,165.5
38,22,2012-11-16,0.0,Seasonal_Naive,0.0,154.46649999999985
38,22,2012-11-23,0.0,Seasonal_Naive,0.0,165.5574999999997
38,26,2012-11-02,0.0,Seasonal_Naive,0.0,157.19649999999942
38,26,2012-11-09,0.0,Seasonal_Naive,0.0,167.21499999999992
38,26,2012-11-16,0.0,Seasonal_Naive,0.0,154.4415
38,26,2012-11-23,0.0,Seasonal_Naive,0.0,157.64324999999872
38,49,2012-11-02,0.0,Seasonal_Naive,0.0,164.3499999999994
38,49,2012-11-09,0.0,Seasonal_Naive,0.0,164.24
38,49,2012-11-16,0.0,Seasonal_Naive,0.0,164.2589999999999
38,49,2012-11-23,0.0,Seasonal_Naive,0.0,154.5374999999998
39,19,2012-11-02,0.0,Seasonal_Naive,0.0,149.01199999999994
39,19,2012-11-09,0.0,Seasonal_Naive,0.0,149.6539999999997
39,19,2012-11-16,0.0,Seasonal_Naive,0.0,149.6
39,19,2012-11-23,0.0,Seasonal_Naive,0.0,155.5724999999996
39,51,2012-11-02,0.0,Seasonal_Naive,0.0,151.0442499999996
39,51,2012-11-09,0.0,Seasonal_Naive,0.0,145.54399999999944
39,51,2012-11-16,0.0,Seasonal_Naive,0.0,132.02724999999984
39,51,2012-11-23,0.0,Seasonal_Naive,0.0,150.4984999999999
40,47,2012-11-02,0.0,Seasonal_Naive,0.0,151.7784999999999
40,47,2012-11-09,0.0,Seasonal_Naive,0.0,162.53774999999942
40,47,2012-11-16,0.0,Seasonal_Naive,0.0,148.1277499999998
40,47,2012-11-23,0.0,Seasonal_Naive,0.0,178.00699999999995
40,49,2012-11-02,26.73,Seasonal_Naive,0.0,210.86999999999998
40,49,2012-11-09,26.73,Seasonal_Naive,0.0,181.0349999999994
40,49,2012-11-16,11.88,Seasonal_Naive,0.0,164.42249999999976
40,49,2012-11-23,35.64,Seasonal_Naive,0.0,213.64699999999996
41,51,2012-11-02,0.0,Seasonal_Naive,0.0,158.56499999999912
41,51,2012-11-09,0.0,Seasonal_Naive,0.0,151.2944999999996
41,51,2012-11-16,0.0,Seasonal_Naive,0.0,165.21099999999973
41,51,2012-11-23,0.0,Seasonal_Naive,0.0,161.61724999999964
42,72,2012-11-02,0.0,Seasonal_Naive,0.0,149.7084999999994
42,72,2012-11-09,278.0,Seasonal_Naive,172.4,440.63749999999925
42,72,2012-11-16,0.0,Seasonal_Naive,0.0,162.43175
42,72,2012-11-23,0.0,Seasonal_Naive,0.0,140.8219999999999
43,6,2012-11-02,49.22,Seasonal_Naive,0.0,218.86399999999986
43,6,2012-11-09,41.66,Seasonal_Naive,0.0,208.55149999999918
43,6,2012-11-16,0.0,Seasonal_Naive,0.0,178.04749999999973
43,6,2012-11-23,75.4,Seasonal_Naive,0.0,227.94849999999974
43,23,2012-11-02,0.0,Seasonal_Naive,0.0,173.78374999999986
43,23,2012-11-09,0.0,Seasonal_Naive,0.0,150.48
43,23,2012-11-16,0.0,Seasonal_Naive,0.0,149.63424999999984
43,23,2012-11-23,0.0,Seasonal_Naive,0.0,167.21499999999992
43,27,2012-11-02,0.0,Seasonal_Naive,0.0,171.84
43,27,2012-11-09,0.0,Seasonal_Naive,0.0,149.6
43,27,2012-11-16,0.0,Seasonal_Naive,0.0,169.0487499999989
43,27,2012-11-23,0.0,Seasonal_Naive,0.0,153.95549999999992
43,31,2012-11-02,0.0,Seasonal_Naive,0.0,154.24499999999975
43,31,2012-11-09,0.0,Seasonal_Naive,0.0,172.83299999999983
43,31,2012-11-16,0.0,Seasonal_Naive,0.0,149.6194999999999
43,31,2012-11-23,10.0,Seasonal_Naive,0.0,194.8
43,32,2012-11-02,0.0,Seasonal_Naive,0.0,173.88599999999997
43,32,2012-11-09,0.0,Seasonal_Naive,0.0,151.86599999999942
43,32,2012-11-16,0.0,Seasonal_Naive,0.0,151.30049999999957
43,32,2012-11-23,0.0,Seasonal_Naive,0.0,149.61949999999987
44,24,2012-11-02,0.0,Seasonal_Naive,0.0,156.0
44,24,2012-11-09,0.0,Seasonal_Naive,0.0,157.43474999999987
44,24,2012-11-16,0.0,Seasonal_Naive,0.0,178.3169999999998
44,24,2012-11-23,0.0,Seasonal_Naive,0.0,150.4144999999998
44,99,2012-11-02,0.0,Seasonal_Naive,0.0,156.0
44,99,2012-11-09,0.0,Seasonal_Naive,0.0,149.67249999999962
44,99,2012-11-16,0.0,Seasonal_Naive,0.0,148.1472499999997
44,99,2012-11-23,0.0,Seasonal_Naive,0.0,154.2722499999996
45,45,2012-11-02,0.0,Seasonal_Naive,0.0,151.08324999999937
45,45,2012-11-09,0.0,Seasonal_Naive,0.0,165.16
45,45,2012-11-16,0.0,Seasonal_Naive,0.0,149.6
45,45,2012-11-23,0.0,Seasonal_Naive,0.0,148.00224999999998
1,45,2012-11-02,57.85,Seasonal_Naive,0.0,233.8699999999999
1,45,2012-11-09,9.97,Seasonal_Naive,0.0,168.46
1,45,2012-11-16,11.97,Seasonal_Naive,0.0,168.02999999999966
1,45,2012-11-23,0.0,Seasonal_Naive,0.0,139.04499999999976
2,51,2012-11-02,0.0,Seasonal_Naive,0.0,158.4
2,51,2012-11-09,0.0,Seasonal_Naive,0.0,158.60849999999886
2,51,2012-11-16,0.0,Seasonal_Naive,0.0,157.09
2,51,2012-11-23,0.0,Seasonal_Naive,0.0,154.65599999999947
3,98,2012-11-02,0.0,Seasonal_Naive,0.0,156.05999999999966
3,98,2012-11-09,10.5,Seasonal_Naive,0.0,151.30524999999997
3,98,2012-11-16,26.25,Seasonal_Naive,0.0,180.88124999999962
3,98,2012-11-23,23.73,Seasonal_Naive,0.0,178.31349999999986
5,54,2012-11-02,0.0,Seasonal_Naive,0.0,161.69124999999923
5,54,2012-11-09,0.0,Seasonal_Naive,0.0,165.57849999999956
5,54,2012-11-16,11.76,Seasonal_Naive,0.0,155.88924999999946
5,54,2012-11-23,5.88,Seasonal_Naive,0.0,144.88
5,59,2012-11-02,0.0,Seasonal_Naive,0.0,149.01499999999993
5,59,2012-11-09,0.0,Seasonal_Naive,0.0,175.3662499999999
5,59,2012-11-16,45.0,Seasonal_Naive,0.0,219.1544999999998
5,59,2012-11-23,30.0,Seasonal_Naive,0.0,188.40224999999998
6,45,2012-11-02,71.82,Seasonal_Naive,0.0,219.82
6,45,2012-11-09,0.0,Seasonal_Naive,0.0,158.4
6,45,2012-11-16,11.97,Seasonal_Naive,0.0,180.83924999999988
6,45,2012-11-23,11.97,Seasonal_Naive,0.0,161.57
7,51,2012-11-02,0.0,Seasonal_Naive,0.0,140.82599999999988
7,51,2012-11-09,0.0,Seasonal_Naive,0.0,150.5729999999995
7,51,2012-11-16,0.0,Seasonal_Naive,0.0,144.13149999999945
7,51,2012-11-23,0.0,Seasonal_Naive,0.0,184.80499999999998
9,54,2012-11-02,0.0,Seasonal_Naive,0.0,155.5
9,54,2012-11-09,0.0,Seasonal_Naive,0.0,173.76899999999995
9,54,2012-11-16,0.0,Seasonal_Naive,0.0,178.39799999999937
9,54,2012-11-23,94.24,Seasonal_Naive,0.0,262.04499999999996
24,51,2012-11-02,0.0,Seasonal_Naive,0.0,143.55499999999915
24,51,2012-11-09,0.0,Seasonal_Naive,0.0,164.27149999999983
24,51,2012-11-16,0.0,Seasonal_Naive,0.0,158.4
24,51,2012-11-23,0.0,Seasonal_Naive,0.0,149.62199999999987
12,47,2012-11-02,0.0,Seasonal_Naive,0.0,149.6
12,47,2012-11-09,0.0,Seasonal_Naive,0.0,171.86799999999985
12,47,2012-11-16,0.0,Seasonal_Naive,0.0,171.86399999999986
12,47,2012-11-23,0.0,Seasonal_Naive,0.0,153.94649999999996
12,78,2012-11-02,0.0,Seasonal_Naive,0.0,140.8
12,78,2012-11-09,0.0,Seasonal_Naive,0.0,158.52324999999982
12,78,2012-11-16,0.0,Seasonal_Naive,0.0,143.7684999999994
12,78,2012-11-23,0.0,Seasonal_Naive,0.0,156.02724999999984
19,39,2012-11-02,0.0,Seasonal_Naive,0.0,165.5
19,39,2012-11-09,0.0,Seasonal_Naive,0.0,167.3639999999991
19,39,2012-11-16,0.0,Seasonal_Naive,0.0,154.2
19,39,2012-11-23,0.0,Seasonal_Naive,0.0,158.56149999999963
36,41,2012-11-02,0.0,Seasonal_Naive,0.0,150.48
36,41,2012-11-09,0.0,Seasonal_Naive,0.0,157.09
36,41,2012-11-16,0.0,Seasonal_Naive,0.0,157.09799999999996
36,41,2012-11-23,0.0,Seasonal_Naive,0.0,154.2
37,24,2012-11-02,0.0,Seasonal_Naive,0.0,153.94649999999996
37,24,2012-11-09,0.0,Seasonal_Naive,0.0,149.6
37,24,2012-11-16,0.0,Seasonal_Naive,0.0,180.39849999999956
37,24,2012-11-23,0.0,Seasonal_Naive,0.0,157.47024999999968
42,71,2012-11-02,0.0,Seasonal_Naive,0.0,156.05999999999966
42,71,2012-11-09,0.0,Seasonal_Naive,0.0,172.9829999999999
42,71,2012-11-16,3.0,Seasonal_Naive,0.0,175.9799999999999
42,71,2012-11-23,0.0,Seasonal_Naive,0.0,168.86924999999988
43,33,2012-11-02,0.0,Seasonal_Naive,0.0,157.43699999999984
43,33,2012-11-09,0.0,Seasonal_Naive,0.0,161.5719999999999
43,33,2012-11-16,0.0,Seasonal_Naive,0.0,149.63424999999984
43,33,2012-11-23,5.0,Seasonal_Naive,0.0,169.24
3,45,2012-11-02,0.0,Seasonal_Naive,0.0,139.64949999999985
3,45,2012-11-09,0.0,Seasonal_Naive,0.0,176.04999999999973
3,45,2012-11-16,0.0,Seasonal_Naive,0.0,152.58749999999952
3,45,2012-11-23,0.0,Seasonal_Naive,0.0,172.9799999999999
4,78,2012-11-02,0.0,Seasonal_Naive,0.0,155.51249999999993
4,78,2012-11-09,0.0,Seasonal_Naive,0.0,139.62
4,78,2012-11-16,0.0,Seasonal_Naive,0.0,177.4902499999999
4,78,2012-11-23,0.0,Seasonal_Naive,0.0,179.97749999999957
29,99,2012-11-02,0.0,Seasonal_Naive,0.0,161.64024999999953
29,99,2012-11-09,0.0,Seasonal_Naive,0.0,165.0549999999997
29,99,2012-11-16,0.0,Seasonal_Naive,0.0,168.9419999999995
